# IODP371 site U1510 Rate of penetration (ROP) and Weight on bit (WOB) data. Data are only available for below 150 m in the borehole.
depth_(m)	ROP_(m/s)	WOB_(kN)
382.7410	0.0092	218.7050
382.7910	0.0092	218.7050
382.8410	0.0091	218.7050
382.8910	0.0088	218.7050
382.9410	0.0087	219.2300
382.9910	0.0087	219.2850
383.0410	0.0087	220.9860
383.0910	0.0086	222.3970
383.1410	0.0085	225.4010
383.1910	0.0084	226.9790
383.2410	0.0083	228.4290
383.2910	0.0083	228.9930
383.3410	0.0084	230.4390
383.3910	0.0084	231.1910
383.4410	0.0084	232.6140
383.4910	0.0085	233.0180
383.5410	0.0091	233.1610
383.5910	0.0091	233.5180
383.6410	0.0091	233.7000
383.6910	0.0091	234.2160
383.7410	0.0090	235.2270
383.7910	0.0090	235.2270
383.8410	0.0090	235.3810
383.8910	0.0090	235.3810
383.9410	0.0088	235.3810
383.9910	0.0088	234.1080
384.0410	0.0088	233.9780
384.0910	0.0088	233.9780
384.1410	0.0088	234.1080
384.1910	0.0096	234.1080
384.2410	0.0096	234.3190
384.2910	0.0097	234.3190
384.3410	0.0098	234.3190
384.3910	0.0098	234.3190
384.4410	0.0107	226.7780
384.4910	0.0107	226.7780
384.5410	0.0107	226.5590
384.5910	0.0107	225.5440
384.6410	0.0104	224.6260
384.6910	0.0104	224.5040
384.7410	0.0104	224.4290
384.7910	0.0104	224.3540
384.8410	0.0109	224.2670
384.8910	0.0113	224.1540
384.9410	0.0113	224.1540
384.9910	0.0113	224.1540
385.0410	0.0113	224.2670
385.0910	0.0113	226.2090
385.1410	0.0113	226.3630
385.1910	0.0113	226.5170
385.2410	0.0113	226.9000
385.2910	0.0113	228.6920
385.3410	0.0113	228.6920
385.3910	0.0113	228.6920
385.4410	0.0113	228.6920
385.4910	0.0112	225.6090
385.5410	0.0112	223.8110
385.5910	0.0112	223.7870
385.6410	0.0112	223.5090
385.6910	0.0111	223.2420
385.7410	0.0111	223.2300
385.7910	0.0111	222.9510
385.8410	0.0111	222.9140
385.8910	0.0115	220.1780
385.9410	0.0116	219.8340
385.9910	0.0116	218.4470
386.0410	0.0116	218.3140
386.0910	0.0117	217.0440
386.1410	0.0117	217.0440
386.1910	0.0117	217.0440
386.2410	0.0118	217.0440
386.2910	0.0119	217.0440
386.3410	0.0119	217.0440
386.3910	0.0119	217.0440
386.4410	0.0122	216.7830
386.4910	0.0124	213.7830
386.5410	0.0125	213.7830
386.5910	0.0127	213.7830
386.6410	0.0127	213.7830
386.6910	0.0126	214.7640
386.7410	0.0126	214.7640
386.7910	0.0126	214.7640
386.8410	0.0125	216.9420
386.8910	0.0119	217.1280
386.9410	0.0118	217.1280
386.9910	0.0118	217.1280
387.0410	0.0118	217.1280
387.0910	0.0118	217.1280
387.1410	0.0120	217.1280
387.1910	0.0120	217.1280
387.2410	0.0122	217.1600
387.2910	0.0122	217.5050
387.3410	0.0122	218.2060
387.3910	0.0120	218.4380
387.4410	0.0120	218.6630
387.4910	0.0120	218.9760
387.5410	0.0117	219.7460
387.5910	0.0114	220.5160
387.6410	0.0112	222.4220
387.6910	0.0112	222.8830
387.7410	0.0112	225.0350
387.7910	0.0112	225.0350
387.8410	0.0112	225.0350
387.8910	0.0112	225.0350
387.9410	0.0112	222.1440
387.9910	0.0111	221.1180
388.0410	0.0111	221.0010
388.0910	0.0110	221.0010
388.1410	0.0110	221.0010
388.1910	0.0110	221.0010
388.2410	0.0110	221.0170
388.2910	0.0110	221.1940
388.3410	0.0110	221.1940
388.3910	0.0111	221.5810
388.4410	0.0113	221.5810
388.4910	0.0113	221.1940
388.5410	0.0113	221.1530
388.5910	0.0113	220.5100
388.6410	0.0112	220.3310
388.6910	0.0111	220.5100
388.7410	0.0108	220.5100
388.7910	0.0107	220.5100
388.8410	0.0107	221.2890
388.8910	0.0102	222.3520
388.9410	0.0102	222.3520
388.9910	0.0102	222.3520
389.0410	0.0101	222.3520
389.0910	0.0101	222.3520
389.1410	0.0101	222.3520
389.1910	0.0101	222.6720
389.2410	0.0101	222.8920
389.2910	0.0084	222.9050
389.3410	0.0084	222.9050
389.3910	0.0084	222.9050
389.4410	0.0083	222.9050
389.4910	0.0083	222.0200
389.5410	0.0083	222.0200
389.5910	0.0083	222.0200
389.6410	0.0083	222.0200
389.6910	0.0077	222.1520
389.7410	0.0073	222.1650
389.7910	0.0062	222.3820
389.8410	0.0062	222.5990
389.8910	0.0062	222.5990
389.9410	0.0062	222.6010
389.9910	0.0058	223.2870
390.0410	0.0056	224.3080
390.0910	0.0052	224.3080
390.1410	0.0051	224.3080
390.1910	0.0050	224.3080
390.2410	0.0050	224.1080
390.2910	0.0050	223.9080
390.3410	0.0050	223.7070
390.3910	0.0066	221.3360
390.4410	0.0066	218.5040
390.4910	0.0066	218.5040
390.5410	0.0066	218.5040
390.5910	0.0062	218.5040
390.6410	0.0062	222.0080
390.6910	0.0062	223.3560
390.7410	0.0062	224.5350
390.7910	0.0062	225.1010
390.8410	0.0062	226.0090
390.8910	0.0062	227.0340
390.9410	0.0062	227.9080
390.9910	0.0062	227.9080
391.0410	0.0062	227.9080
391.0910	0.0062	227.9080
391.1410	0.0065	227.2050
391.1910	0.0070	227.2050
391.2410	0.0070	226.6680
391.2910	0.0076	226.6680
391.3410	0.0090	226.6680
391.3910	0.0091	227.5450
391.4410	0.0093	227.6550
391.4910	0.0094	227.6550
391.5410	0.0096	227.6550
391.5910	0.0096	227.6550
391.6410	0.0097	227.3420
391.6910	0.0099	226.5290
391.7410	0.0100	226.5290
391.7910	0.0100	226.5290
391.8410	0.0101	226.5290
391.8910	0.0102	226.6430
391.9410	0.0102	226.6550
391.9910	0.0102	226.6710
392.0410	0.0103	227.0080
392.0910	0.0103	227.2690
392.1410	0.0103	227.3020
392.1910	0.0103	227.3340
392.2410	0.0104	227.3650
392.2910	0.0104	229.1200
392.3410	0.0104	229.4630
392.3910	0.0104	230.3980
392.4410	0.0104	230.3980
392.4910	0.0104	230.3980
392.5410	0.0104	230.1700
392.5910	0.0104	229.6450
392.6410	0.0105	229.9320
392.6910	0.0106	229.6450
392.7410	0.0107	229.6450
392.7910	0.0107	229.6450
392.8410	0.0107	229.9320
392.8910	0.0107	230.1210
392.9410	0.0107	231.3020
392.9910	0.0107	231.8620
393.0410	0.0107	231.9000
393.0910	0.0107	231.9000
393.1410	0.0107	231.9000
393.1910	0.0107	231.8620
393.2410	0.0107	229.6650
393.2910	0.0105	227.7610
393.3410	0.0104	227.7610
393.3910	0.0103	227.4140
393.4410	0.0101	227.4140
393.4910	0.0101	227.1920
393.5410	0.0099	226.7550
393.5910	0.0099	226.6330
393.6410	0.0099	225.9870
393.6910	0.0099	225.3680
393.7410	0.0099	222.9840
393.7910	0.0102	220.8710
393.8410	0.0103	219.8120
393.8910	0.0103	219.6720
393.9410	0.0103	219.3470
393.9910	0.0104	219.3470
394.0410	0.0105	219.3470
394.0910	0.0105	219.8120
394.1410	0.0106	220.1860
394.1910	0.0106	220.1860
394.2410	0.0106	220.1860
394.2910	0.0106	220.1860
394.3410	0.0102	220.1860
394.3910	0.0101	219.7960
394.4410	0.0099	219.7960
394.4910	0.0099	219.7960
394.5410	0.0099	220.8260
394.5910	0.0096	220.9320
394.6410	0.0096	222.4440
394.6910	0.0096	223.4590
394.7410	0.0095	225.5150
394.7910	0.0095	225.5150
394.8410	0.0095	225.5150
394.8910	0.0096	225.5440
394.9410	0.0096	225.5440
394.9910	0.0097	225.5440
395.0410	0.0099	225.5440
395.0910	0.0099	225.5580
395.1410	0.0099	225.5720
395.1910	0.0099	226.7450
395.2410	0.0099	227.2050
395.2910	0.0099	227.2140
395.3410	0.0099	227.3150
395.3910	0.0090	227.5790
395.4410	0.0086	227.5790
395.4910	0.0085	227.5790
395.5410	0.0085	227.3030
395.5910	0.0085	227.3030
395.6410	0.0083	227.3030
395.6910	0.0082	227.3030
395.7410	0.0081	227.3030
395.7910	0.0080	226.3730
395.8410	0.0080	228.3830
395.8910	0.0080	228.5930
395.9410	0.0080	228.5930
395.9910	0.0087	228.5740
396.0410	0.0089	228.5740
396.0910	0.0092	228.6360
396.1410	0.0092	228.9980
396.1910	0.0092	229.6160
396.2410	0.0092	232.1890
396.2910	0.0092	232.3750
396.3410	0.0090	232.3750
396.3910	0.0089	232.6010
396.4410	0.0089	232.6590
396.4910	0.0089	232.7070
396.5410	0.0089	233.1600
396.5910	0.0089	233.6140
396.6410	0.0089	233.1600
396.6910	0.0089	233.1600
396.7410	0.0089	233.1600
396.7910	0.0089	230.9730
396.8410	0.0089	228.7930
396.8910	0.0090	225.1820
396.9410	0.0096	222.7460
396.9910	0.0097	222.4060
397.0410	0.0097	222.4060
397.0910	0.0097	222.4060
397.1410	0.0097	222.4060
397.1910	0.0097	222.4060
397.2410	0.0097	243.2720
397.2910	0.0097	243.2720
397.3410	0.0096	243.2720
397.3910	0.0095	243.2720
397.4410	0.0094	242.9310
397.4910	0.0094	237.9610
397.5410	0.0094	234.3120
397.5910	0.0094	233.6950
397.6410	0.0106	232.8590
397.6910	0.0106	232.5770
397.7410	0.0106	232.4410
397.7910	0.0106	232.4410
397.8410	0.0098	231.8000
397.8910	0.0098	231.6730
397.9410	0.0098	231.3760
397.9910	0.0098	231.3760
398.0410	0.0104	231.3760
398.0910	0.0108	231.3760
398.1410	0.0112	231.9070
398.1910	0.0114	233.0280
398.2410	0.0115	234.8430
398.2910	0.0117	236.1420
398.3410	0.0117	239.6780
398.3910	0.0117	239.8450
398.4410	0.0117	239.8450
398.4910	0.0117	239.8450
398.5410	0.0117	239.8450
398.5910	0.0117	239.7960
398.6410	0.0117	238.9370
398.6910	0.0119	236.6450
398.7410	0.0119	235.1860
398.7910	0.0119	235.1860
398.8410	0.0119	234.6150
398.8910	0.0118	234.3530
398.9410	0.0116	234.2600
398.9910	0.0116	233.2010
399.0410	0.0116	231.6620
399.0910	0.0116	231.6620
399.1410	0.0116	231.6620
399.1910	0.0116	231.6620
399.2410	0.0116	231.6620
399.2910	0.0116	231.6620
399.3410	0.0116	231.6620
399.3910	0.0116	231.6620
399.4410	0.0116	231.6620
399.4910	0.0116	231.6620
399.5410	0.0116	232.0710
399.5910	0.0116	232.0710
399.6410	0.0111	232.2450
399.6910	0.0106	232.3290
399.7410	0.0102	232.3290
399.7910	0.0102	232.3290
399.8410	0.0102	232.3290
399.8910	0.0102	232.3290
399.9410	0.0102	232.6790
399.9910	0.0102	236.3070
400.0410	0.0102	237.9560
400.0910	0.0104	239.1920
400.1410	0.0105	239.1920
400.1910	0.0105	239.1920
400.2410	0.0105	239.1920
400.2910	0.0104	232.5790
400.3410	0.0104	232.5790
400.3910	0.0103	232.5790
400.4410	0.0091	232.3400
400.4910	0.0091	232.3400
400.5410	0.0091	232.3400
400.5910	0.0091	232.3400
400.6410	0.0091	234.6710
400.6910	0.0091	234.7480
400.7410	0.0097	237.0020
400.7910	0.0109	237.4710
400.8410	0.0110	237.5250
400.8910	0.0110	237.6480
400.9410	0.0110	237.6630
400.9910	0.0110	237.6630
401.0410	0.0108	237.7390
401.0910	0.0093	237.7390
401.1410	0.0085	237.7390
401.1910	0.0084	237.6630
401.2410	0.0083	237.6630
401.2910	0.0078	239.2360
401.3410	0.0078	239.2360
401.3910	0.0072	239.2360
401.4410	0.0068	240.3050
401.4910	0.0068	241.3350
401.5410	0.0068	242.2320
401.5910	0.0062	244.0610
401.6410	0.0061	244.4390
401.6910	0.0061	245.0340
401.7410	0.0061	245.0340
401.7910	0.0061	245.0340
401.8410	0.0061	245.0340
401.8910	0.0061	245.0340
401.9410	0.0061	245.0340
401.9910	0.0061	245.0340
402.0410	0.0061	245.0340
402.0910	0.0061	244.3220
402.1410	0.0060	244.3220
402.1910	0.0058	244.3220
402.2410	0.0055	236.6710
402.2910	0.0055	236.6710
402.3410	0.0055	236.6710
402.3910	0.0055	236.6710
402.4410	0.0059	236.6710
402.4910	0.0059	236.6710
402.5410	0.0059	235.5420
402.5910	0.0059	234.9340
402.6410	0.0049	234.9340
402.6910	0.0048	235.5420
402.7410	0.0048	236.8070
402.7910	0.0044	236.8070
402.8410	0.0043	237.9020
402.8910	0.0042	239.5910
402.9410	0.0041	243.9360
402.9910	0.0040	243.9360
403.0410	0.0040	243.9360
403.0910	0.0040	244.7220
403.1410	0.0040	244.4850
403.1910	0.0041	244.4850
403.2410	0.0041	244.4850
403.2910	0.0041	244.4850
403.3410	0.0041	244.4850
403.3910	0.0041	244.4850
403.4410	0.0041	244.4850
403.4910	0.0041	244.0880
403.5410	0.0041	244.0880
403.5910	0.0041	244.0880
403.6410	0.0041	244.4870
403.6910	0.0041	246.7890
403.7410	0.0035	246.7890
403.7910	0.0034	246.7890
403.8410	0.0021	248.0000
403.8910	0.0014	248.4770
403.9410	0.0014	246.7890
403.9910	0.0014	246.5440
404.0410	0.0014	246.3230
404.0910	0.0014	246.2660
404.1410	0.0014	237.5600
404.1910	0.0016	237.5600
404.2410	0.0021	237.5600
404.2910	0.0022	237.5600
404.3410	0.0040	239.2400
404.3910	0.0045	240.7860
404.4410	0.0046	241.2080
404.4910	0.0048	245.9960
404.5410	0.0049	245.9960
404.5910	0.0051	245.9960
404.6410	0.0053	245.9960
404.6910	0.0054	244.1570
404.7410	0.0056	244.1570
404.7910	0.0063	244.1570
404.8410	0.0084	244.1570
404.8910	0.0094	245.0420
404.9410	0.0094	245.0420
404.9910	0.0098	245.2370
405.0410	0.0101	247.6700
405.0910	0.0102	247.9110
405.1410	0.0103	248.2480
405.1910	0.0103	248.2480
405.2410	0.0104	248.5360
405.2910	0.0104	248.5360
405.3410	0.0104	248.2480
405.3910	0.0107	247.2490
405.4410	0.0109	247.1470
405.4910	0.0111	246.8320
405.5410	0.0112	245.9850
405.5910	0.0112	245.9850
405.6410	0.0112	245.9850
405.6910	0.0112	245.9850
405.7410	0.0107	246.2590
405.7910	0.0107	247.0220
405.8410	0.0107	247.0220
405.8910	0.0107	248.3790
405.9410	0.0105	251.6970
405.9910	0.0104	251.6970
406.0410	0.0104	251.6970
406.0910	0.0103	251.8040
406.1410	0.0102	252.0370
406.1910	0.0102	252.2700
406.2410	0.0102	252.5020
406.2910	0.0102	252.5020
406.3410	0.0102	252.7350
406.3910	0.0102	252.9680
406.4410	0.0102	253.2010
406.4910	0.0102	253.4330
406.5410	0.0102	253.6660
406.5910	0.0102	253.6660
406.6410	0.0102	253.6660
406.6910	0.0102	253.6660
406.7410	0.0102	210.6610
406.7910	0.0102	210.5470
406.8410	0.0102	210.4800
406.8910	0.0102	210.4140
406.9410	0.0102	210.3070
406.9910	0.0102	210.1850
407.0410	0.0102	210.0630
407.0910	0.0102	209.5020
407.1410	0.0103	201.0120
407.1910	0.0103	200.4610
407.2410	0.0104	199.9870
407.2910	0.0110	199.9870
407.3410	0.0111	199.2720
407.3910	0.0112	199.2660
407.4410	0.0127	199.0610
407.4910	0.0127	199.0610
407.5410	0.0127	198.3500
407.5910	0.0127	198.3070
407.6410	0.0127	198.1730
407.6910	0.0126	198.0740
407.7410	0.0125	198.1730
407.7910	0.0125	198.3070
407.8410	0.0123	198.3500
407.8910	0.0077	204.5680
407.9410	0.0077	204.5680
407.9910	0.0077	204.5680
408.0410	0.0077	204.5680
408.0910	0.0079	206.0920
408.1410	0.0079	206.3920
408.1910	0.0079	206.6920
408.2410	0.0079	206.9920
408.2910	0.0080	207.2910
408.3410	0.0080	207.5910
408.3910	0.0080	208.2160
408.4410	0.0080	209.0760
408.4910	0.0080	212.5670
408.5410	0.0080	212.6880
408.5910	0.0080	212.8090
408.6410	0.0079	212.8910
408.6910	0.0079	212.9440
408.7410	0.0079	212.9970
408.7910	0.0079	213.0510
408.8410	0.0079	213.1040
408.8910	0.0079	213.1570
408.9410	0.0079	213.1570
408.9910	0.0079	213.1570
409.0410	0.0079	213.1570
409.0910	0.0079	212.5390
409.1410	0.0078	210.5560
409.1910	0.0078	209.8430
409.2410	0.0078	209.1310
409.2910	0.0077	206.7660
409.3410	0.0077	206.7660
409.3910	0.0077	206.7660
409.4410	0.0077	206.7660
409.4910	0.0077	206.7660
409.5410	0.0077	206.7660
409.5910	0.0077	206.7660
409.6410	0.0069	206.7660
409.6910	0.0069	206.7660
409.7410	0.0069	206.7660
409.7910	0.0054	206.7660
409.8410	0.0054	208.3090
409.8910	0.0054	208.3090
409.9410	0.0054	208.3090
409.9910	0.0054	208.3090
410.0410	0.0054	207.9730
410.0910	0.0054	207.7890
410.1410	0.0054	207.7890
410.1910	0.0054	207.7890
410.2410	0.0054	207.9730
410.2910	0.0052	208.3630
410.3410	0.0052	208.3630
410.3910	0.0052	210.3130
410.4410	0.0047	212.8250
410.4910	0.0047	212.8250
410.5410	0.0047	212.8250
410.5910	0.0047	212.8250
410.6410	0.0046	211.4230
410.6910	0.0046	211.3600
410.7410	0.0046	211.1070
410.7910	0.0045	211.1070
410.8410	0.0045	210.8350
410.8910	0.0045	210.5490
410.9410	0.0041	210.3100
410.9910	0.0040	209.7840
411.0410	0.0038	210.5490
411.0910	0.0038	210.5490
411.1410	0.0038	210.5490
411.1910	0.0036	212.8780
411.2410	0.0036	213.9420
411.2910	0.0036	214.1240
411.3410	0.0036	214.1240
411.3910	0.0036	214.1240
411.4410	0.0036	214.1240
411.4910	0.0036	211.9910
411.5410	0.0036	211.5610
411.5910	0.0036	211.4050
411.6410	0.0038	211.4050
411.6910	0.0041	211.4820
411.7410	0.0042	211.5590
411.7910	0.0042	211.5590
411.8410	0.0042	211.4820
411.8910	0.0042	211.4820
411.9410	0.0042	211.4820
411.9910	0.0042	209.8710
412.0410	0.0042	209.8710
412.0910	0.0042	209.0930
412.1410	0.0044	207.1920
412.1910	0.0044	207.1920
412.2410	0.0045	207.1920
412.2910	0.0045	207.1920
412.3410	0.0045	208.8200
412.3910	0.0045	209.3200
412.4410	0.0046	209.6770
412.4910	0.0046	211.3460
412.5410	0.0048	216.9800
412.5910	0.0048	216.9800
412.6410	0.0048	216.9800
412.6910	0.0048	216.9800
412.7410	0.0049	215.1500
412.7910	0.0049	215.1500
412.8410	0.0049	215.1500
412.8910	0.0049	215.1500
412.9410	0.0049	215.6130
412.9910	0.0049	215.9870
413.0410	0.0049	216.3910
413.0910	0.0049	239.3290
413.1410	0.0049	239.6960
413.1910	0.0049	240.2070
413.2410	0.0049	240.2100
413.2910	0.0049	240.2100
413.3410	0.0049	240.2100
413.3910	0.0049	240.3980
413.4410	0.0049	242.7800
413.4910	0.0049	247.1760
413.5410	0.0048	247.1760
413.5910	0.0048	247.1760
413.6410	0.0048	247.1760
413.6910	0.0048	245.0650
413.7410	0.0048	245.0650
413.7910	0.0048	245.0650
413.8410	0.0047	245.0650
413.8910	0.0047	245.8650
413.9410	0.0046	247.5730
413.9910	0.0045	254.7480
414.0410	0.0043	254.7480
414.0910	0.0042	254.7480
414.1410	0.0040	254.7480
414.1910	0.0040	254.7480
414.2410	0.0040	254.5220
414.2910	0.0040	251.2990
414.3410	0.0049	247.1000
414.3910	0.0049	246.4780
414.4410	0.0049	245.9840
414.4910	0.0049	244.6160
414.5410	0.0049	245.5050
414.5910	0.0049	245.9840
414.6410	0.0049	245.9840
414.6910	0.0049	245.9840
414.7410	0.0046	247.0250
414.7910	0.0041	247.0250
414.8410	0.0041	247.3010
414.8910	0.0041	247.5290
414.9410	0.0041	247.5290
414.9910	0.0041	247.5290
415.0410	0.0041	247.5870
415.0910	0.0041	247.6710
415.1410	0.0040	247.6710
415.1910	0.0039	247.6710
415.2410	0.0038	247.2830
415.2910	0.0037	246.7150
415.3410	0.0037	244.7210
415.3910	0.0037	243.2340
415.4410	0.0036	242.9350
415.4910	0.0036	240.0420
415.5410	0.0036	214.2860
415.5910	0.0037	213.9690
415.6410	0.0039	213.9690
415.6910	0.0040	213.9690
415.7410	0.0040	214.2860
415.7910	0.0040	214.0250
415.8410	0.0040	214.0250
415.8910	0.0039	214.0250
415.9410	0.0038	214.0250
415.9910	0.0038	214.0250
416.0410	0.0038	213.9880
416.0910	0.0038	213.9880
416.1410	0.0038	213.9880
416.1910	0.0038	214.7990
416.2410	0.0038	216.8780
416.2910	0.0037	218.3420
416.3410	0.0037	244.7190
416.3910	0.0037	244.7190
416.4410	0.0037	244.7190
416.4910	0.0037	244.7190
416.5410	0.0037	244.1940
416.5910	0.0037	243.6270
416.6410	0.0037	243.3250
416.6910	0.0051	224.7340
416.7410	0.0052	219.1860
416.7910	0.0052	219.1860
416.8410	0.0053	219.1860
416.8910	0.0053	219.1860
416.9410	0.0056	218.3040
416.9910	0.0061	218.3040
417.0410	0.0061	218.3040
417.0910	0.0061	218.3040
417.1410	0.0061	216.6240
417.1910	0.0061	215.9470
417.2410	0.0064	215.8490
417.2910	0.0067	215.8490
417.3410	0.0067	215.8490
417.3910	0.0067	215.8490
417.4410	0.0067	216.0550
417.4910	0.0067	218.1090
417.5410	0.0070	219.3260
417.5910	0.0070	219.4090
417.6410	0.0075	219.4090
417.6910	0.0075	219.4090
417.7410	0.0076	219.4090
417.7910	0.0077	216.0800
417.8410	0.0077	211.0270
417.8910	0.0078	211.0270
417.9410	0.0078	211.0270
417.9910	0.0078	211.0270
418.0410	0.0081	214.1980
418.0910	0.0081	218.8090
418.1410	0.0081	218.8090
418.1910	0.0082	218.8090
418.2410	0.0083	218.8090
418.2910	0.0083	218.1040
418.3410	0.0083	216.4190
418.3910	0.0083	216.2000
418.4410	0.0083	215.6780
418.4910	0.0080	215.6780
418.5410	0.0079	216.2000
418.5910	0.0079	216.4190
418.6410	0.0079	217.5480
418.6910	0.0079	218.8860
418.7410	0.0082	218.8860
418.7910	0.0082	218.8860
418.8410	0.0082	218.8860
418.8910	0.0082	218.7390
418.9410	0.0078	217.7520
418.9910	0.0078	217.7520
419.0410	0.0076	217.7520
419.0910	0.0075	217.7520
419.1410	0.0075	217.7520
419.1910	0.0075	218.8190
419.2410	0.0076	221.0860
419.2910	0.0076	221.6130
419.3410	0.0076	221.6130
419.3910	0.0077	221.6130
419.4410	0.0077	221.6130
419.4910	0.0076	221.0160
419.5410	0.0076	219.7600
419.5910	0.0076	219.6290
419.6410	0.0078	219.1540
419.6910	0.0080	219.1540
419.7410	0.0080	219.6290
419.7910	0.0082	219.7600
419.8410	0.0082	219.6290
419.8910	0.0082	219.4530
419.9410	0.0082	219.4530
419.9910	0.0082	219.4530
420.0410	0.0082	218.3420
420.0910	0.0075	217.6290
420.1410	0.0075	217.6290
420.1910	0.0075	217.6290
420.2410	0.0075	217.6290
420.2910	0.0075	220.8870
420.3410	0.0075	221.2720
420.3910	0.0076	221.2720
420.4410	0.0076	222.1430
420.4910	0.0077	222.1430
420.5410	0.0077	222.1430
420.5910	0.0078	221.7330
420.6410	0.0079	221.2170
420.6910	0.0080	220.8620
420.7410	0.0080	220.6800
420.7910	0.0080	220.5660
420.8410	0.0081	217.9800
420.8910	0.0082	217.8850
420.9410	0.0083	215.9560
420.9910	0.0083	213.5150
421.0410	0.0084	213.5150
421.0910	0.0084	213.2320
421.1410	0.0084	212.9130
421.1910	0.0085	212.8660
421.2410	0.0085	212.3570
421.2910	0.0086	212.9130
421.3410	0.0086	212.9130
421.3910	0.0086	212.9130
421.4410	0.0086	214.2700
421.4910	0.0086	215.0170
421.5410	0.0085	215.0170
421.5910	0.0085	215.0170
421.6410	0.0085	215.0790
421.6910	0.0086	215.2450
421.7410	0.0085	215.4350
421.7910	0.0085	215.4350
421.8410	0.0085	215.4350
421.8910	0.0085	215.6990
421.9410	0.0082	216.0290
421.9910	0.0082	216.0290
422.0410	0.0082	216.1860
422.0910	0.0082	216.2890
422.1410	0.0082	216.3540
422.1910	0.0082	217.3740
422.2410	0.0082	218.2100
422.2910	0.0084	218.3780
422.3410	0.0084	218.3780
422.3910	0.0084	218.3780
422.4410	0.0084	218.3780
422.4910	0.0084	217.2590
422.5410	0.0084	217.2590
422.5910	0.0084	217.2590
422.6410	0.0084	217.2590
422.6910	0.0083	217.4780
422.7410	0.0080	219.1100
422.7910	0.0080	223.3760
422.8410	0.0080	224.1790
422.8910	0.0079	224.3720
422.9410	0.0079	224.9290
422.9910	0.0079	225.8740
423.0410	0.0078	226.5570
423.0910	0.0076	226.5570
423.1410	0.0074	226.5570
423.1910	0.0074	226.5570
423.2410	0.0073	225.5150
423.2910	0.0073	225.5150
423.3410	0.0073	225.5150
423.3910	0.0073	225.1930
423.4410	0.0074	224.6660
423.4910	0.0075	223.0390
423.5410	0.0075	224.6660
423.5910	0.0075	224.6660
423.6410	0.0075	223.0390
423.6910	0.0075	221.4130
423.7410	0.0075	219.9860
423.7910	0.0077	219.9860
423.8410	0.0077	219.9860
423.8910	0.0074	219.9860
423.9410	0.0072	221.2940
423.9910	0.0071	221.8580
424.0410	0.0071	221.8580
424.0910	0.0068	221.8580
424.1410	0.0068	221.8580
424.1910	0.0068	221.1600
424.2410	0.0068	221.1600
424.2910	0.0068	221.1600
424.3410	0.0068	221.1600
424.3910	0.0068	221.1600
424.4410	0.0068	221.1600
424.4910	0.0067	221.1600
424.5410	0.0062	220.3880
424.5910	0.0062	220.3880
424.6410	0.0062	220.3880
424.6910	0.0062	220.3880
424.7410	0.0063	221.5290
424.7910	0.0065	222.1160
424.8410	0.0065	222.4780
424.8910	0.0065	222.5060
424.9410	0.0065	222.6840
424.9910	0.0066	222.6890
425.0410	0.0066	223.6730
425.0910	0.0066	224.2400
425.1410	0.0066	226.8490
425.1910	0.0063	228.0610
425.2410	0.0063	228.0700
425.2910	0.0063	228.0700
425.3410	0.0063	228.0800
425.3910	0.0063	228.4740
425.4410	0.0070	229.4320
425.4910	0.0070	230.0510
425.5410	0.0071	230.2230
425.5910	0.0071	234.2790
425.6410	0.0070	238.7100
425.6910	0.0068	238.7890
425.7410	0.0065	239.6620
425.7910	0.0065	239.6620
425.8410	0.0064	238.7890
425.8910	0.0064	238.7100
425.9410	0.0064	199.9360
425.9910	0.0064	198.4330
426.0410	0.0064	197.1290
426.0910	0.0064	196.5990
426.1410	0.0064	195.8460
426.1910	0.0064	195.3170
426.2410	0.0064	195.2760
426.2910	0.0064	195.2640
426.3410	0.0064	195.2580
426.3910	0.0064	195.2580
426.4410	0.0064	195.2580
426.4910	0.0064	195.1140
426.5410	0.0064	194.6410
426.5910	0.0064	193.8610
426.6410	0.0063	193.8610
426.6910	0.0063	193.8610
426.7410	0.0063	193.5480
426.7910	0.0063	190.6540
426.8410	0.0064	184.5530
426.8910	0.0065	184.5530
426.9410	0.0067	184.5530
426.9910	0.0067	184.5530
427.0410	0.0067	190.3470
427.0910	0.0067	191.3070
427.1410	0.0067	195.1030
427.1910	0.0067	195.1030
427.2410	0.0067	195.1030
427.2910	0.0067	195.1030
427.3410	0.0049	192.0920
427.3910	0.0045	192.0920
427.4410	0.0041	192.0920
427.4910	0.0041	191.4560
427.5410	0.0041	191.4560
427.5910	0.0041	191.4560
427.6410	0.0038	191.4560
427.6910	0.0037	191.4560
427.7410	0.0034	191.4560
427.7910	0.0030	191.4560
427.8410	0.0027	210.4200
427.8910	0.0027	217.1970
427.9410	0.0027	217.1970
427.9910	0.0027	217.1970
428.0410	0.0027	217.8840
428.0910	0.0027	217.8840
428.1410	0.0019	224.9500
428.1910	0.0016	224.9500
428.2410	0.0016	224.9500
428.2910	0.0016	224.9500
428.3410	0.0019	223.0960
428.3910	0.0020	222.3190
428.4410	0.0028	219.5760
428.4910	0.0032	219.5760
428.5410	0.0032	219.5760
428.5910	0.0032	219.5760
428.6410	0.0034	221.8520
428.6910	0.0036	223.3550
428.7410	0.0037	224.3740
428.7910	0.0038	224.9970
428.8410	0.0039	225.0300
428.8910	0.0039	225.0300
428.9410	0.0039	225.0300
428.9910	0.0039	225.0300
429.0410	0.0039	225.0300
